id,title,authors,year,venue,database,search_string,doi,url,v1_decision,v1_reason
IEEE011,Navigating the Labyrinth: Path-Sensitive Unit Test Generation with Large Language Models,"Dianshu Liao, Xin Yin, Shidong Pan, Chao Ni, Zhenchang Xing, Xiaoyu Sun",2025.0,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),IEEE Xplore,String A - simplified,10.1109/ase63991.2025.00063,https://doi.org/10.1109/ase63991.2025.00063,INCLUDE,Pass Initial Title/Abstract Screen
IEEE012,Leveraging Large Language Models for Context-Aware Test Case Generation in Multi-Component Systems,Farinu Uthman Ayomide,2025.0,TechRxiv,IEEE Xplore,String A - simplified,10.36227/techrxiv.173687815.53512548/v1,https://doi.org/10.36227/techrxiv.173687815.53512548/v1,INCLUDE,Pass Initial Title/Abstract Screen
IEEE013,Large Language Models for Printed Circuit Board Test Generation,"Albin Lidbäck, Erik Larsson",2025.0,2025 IEEE 26th Latin American Test Symposium (LATS),IEEE Xplore,String A - simplified,10.1109/lats65346.2025.10963941,https://doi.org/10.1109/lats65346.2025.10963941,EXCLUDE,EC-O - Focuses on hardware hardware integrated circuits (PCB) testing rather than software code execution flows
IEEE014,Enhancing Diffusion-Driven Test Input Generation using Large Language Model,"Joonwoo Lee, Seungho Kim, Scott Uk-Jin Lee",2025.0,2025 32nd Asia-Pacific Software Engineering Conference (APSEC),IEEE Xplore,String A - simplified,10.1109/apsec66846.2025.00072,https://doi.org/10.1109/apsec66846.2025.00072,INCLUDE,Pass Initial Title/Abstract Screen
IEEE015,Leveraging Long Method Decomposition to Improve Large Language Model-Based Test Case Generation,"Rongzhi Qi, Zhiyu Shen, Yadi Li",2025.0,"2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",IEEE Xplore,String A - simplified,10.1109/smc58881.2025.11343523,https://doi.org/10.1109/smc58881.2025.11343523,INCLUDE,Pass Initial Title/Abstract Screen
IEEE016,Large Language Model-Enhanced Test Case Generation*,"Qi Zhang, Rui Kang, Yitian Liu, Xiayu Cao",2025.0,"2025 4th International Conference on Cloud Computing, Big Data Application and Software Engineering (CBASE)",IEEE Xplore,String A - simplified,10.1109/cbase67452.2025.11335495,https://doi.org/10.1109/cbase67452.2025.11335495,INCLUDE,Pass Initial Title/Abstract Screen
IEEE017,Unit Test Generation Multi-Agent AI System for Enhancing Software Documentation and Code Coverage,"Dimitrije Stojanović, Bogdan Pavković, Nenad Četić, Momčilo Krunić, Luka Vidaković",2024.0,2024 32nd Telecommunications Forum (TELFOR),IEEE Xplore,String A - simplified,10.1109/telfor63250.2024.10819096,https://doi.org/10.1109/telfor63250.2024.10819096,INCLUDE,Pass Initial Title/Abstract Screen
IEEE018,AI-Driven Test Case Generation Based on DeepSeek-Chat Large-Language Model,"Na Li, Yimei Xu, Jiafan Luo, Jiaxin Fang",2025.0,2025 5th International Symposium on Computer Technology and Information Science (ISCTIS),IEEE Xplore,String A - simplified,10.1109/isctis65944.2025.11065082,https://doi.org/10.1109/isctis65944.2025.11065082,INCLUDE,Pass Initial Title/Abstract Screen
IEEE019,Automated Structural Test Case Generation for Human-Computer Interaction Software Based on Large Language Model,"Long Kang, Jun Ai, Minyan Lu",2024.0,2024 11th International Conference on Dependable Systems and Their Applications (DSA),IEEE Xplore,String A - simplified,10.1109/dsa63982.2024.00027,https://doi.org/10.1109/dsa63982.2024.00027,INCLUDE,Pass Initial Title/Abstract Screen
IEEE020,Test Data Generation for Dynamic Unit Test in Java Language using Genetic Algorithm,"Zhela Jalal Rashid, M. Fatih Adak",2021.0,2021 6th International Conference on Computer Science and Engineering (UBMK),IEEE Xplore,String A - simplified,10.1109/ubmk52708.2021.9558953,https://doi.org/10.1109/ubmk52708.2021.9558953,EXCLUDE,EC-O - Investigates traditional Metaheuristic Genetic Algorithms without any integration of modern generative LLMs
IEEE021,Enhancing web UX Test Coverage Through Model-Based Practices: State Machine Driven Test Auto-Generation,Damodaran Chingleput Sathyakumar,2024.0,"2024 IEEE 2nd International Conference on Sensors, Electronics and Computer Engineering (ICSECE)",IEEE Xplore,String A - simplified,10.1109/icsece61636.2024.10729496,https://doi.org/10.1109/icsece61636.2024.10729496,EXCLUDE,EC-O - Addresses web user experience (UX) state machines instead of functional programming unit logic bounds
IEEE022,LLM-SRAF: Sub-Resolution Assist Feature Generation Using Large Language Model,"Tianyi Li, Zhexin Tang, Tao Wu, Bei Yu, Jingyi Yu, Hao Geng",2025.0,"2025 Design, Automation & Test in Europe Conference (DATE)",IEEE Xplore,String A - simplified,10.23919/date64628.2025.10993108,https://doi.org/10.23919/date64628.2025.10993108,EXCLUDE,EC-O - Focuses on semiconductor manufacturing lithography design layouts rather than executable computing source testing
IEEE023,Large Language Model with Federated Retrieval-Augmented Generation for Improved Knowledge Retrieval,"Xueqin Hou, Xijin Wang",2024.0,TechRxiv,IEEE Xplore,String A - simplified,10.36227/techrxiv.171837853.31531482/v1,https://doi.org/10.36227/techrxiv.171837853.31531482/v1,EXCLUDE,EC-O - Focuses strictly on federated retrieval networks (RAG) architectural benchmarks without software validation mechanics
IEEE024,Code Generation from Flowchart using Optical Character Recognition & Large Language Model,"Aryaman Darda, Reetu Jain",2024.0,TechRxiv,IEEE Xplore,String A - simplified,10.36227/techrxiv.171392799.96378624/v1,https://doi.org/10.36227/techrxiv.171392799.96378624/v1,EXCLUDE,EC-O - Targets computer vision OCR flowchart translations into baseline source modules instead of dynamic test generation
IEEE025,Leveraging Large Language Models for Python Unit Test,"Medlen Jiri, Bari Emese, Patrick Medlen",2024.0,2024 IEEE International Conference on Artificial Intelligence Testing (AITest),IEEE Xplore,String A - simplified,10.1109/aitest62860.2024.00020,https://doi.org/10.1109/aitest62860.2024.00020,INCLUDE,Pass Initial Title/Abstract Screen
