id,title,authors,year,venue,database,search_string,doi,url,abstract,notes
GS011,Testart: Improving llm-based unit testing via co-evolution of automated generation and repair iteration,"S Gu, Q Zhang, K Li, C Fang, F Tian, L Zhu...",2024,arXiv preprint arXiv ...,Google Scholar,String A,10.48550/arXiv.2408.03095,https://arxiv.org/abs/2408.03095,"Unit testing is crucial for detecting bugs in individual program units but consumes time and effort. Recently, large language models (LLMs) have demonstrated remarkable capabilities in generating unit test cases. However, several problems limit their ability to generate high-quality unit test cases: (1) compilation and runtime errors caused by the hallucination of LLMs; (2) lack of testing and coverage feedback information restricting the increase of code coverage;(3) the repetitive suppression problem causing invalid LLM-based repair and generation attempts. To address these limitations, we propose TestART, a novel unit test generation method. TestART improves LLM-based unit testing via co-evolution of automated generation and repair iteration, representing a significant advancement in automated unit test generation. TestART leverages the template-based repair strategy to effectively fix bugs in LLM-generated test cases for the first time. Meanwhile, TestART extracts coverage information from successful test cases and uses it as coverage-guided testing feedback. It also incorporates positive prompt injection to prevent repetition suppression, thereby enhancing the sufficiency of the final test case. This synergy between generation and repair elevates the correctness and sufficiency of the produced test cases significantly beyond previous methods. In comparative experiments, TestART demonstrates an 18% improvement in pass rate and a 20% enhancement in coverage across three types of datasets compared to baseline models. Additionally, it achieves better coverage rates than EvoSuite with only half the number of test cases. These results demonstrate TestART's superior ability to produce high-quality unit test cases by harnessing the power of LLMs while overcoming their inherent flaws.",Selected from String A; resultIndex=10; source=arxiv.org; type=ARTICLE; cid=rD16ri77u7IJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=TestART: Improving LLM-based Unit Testing via Co-evolution of Automated Generation and Repair Iteration
GS012,Automated unit test improvement using large language models at meta,"N Alshahwan, J Chheda, A Finogenova...",2024,... Proceedings of the ...,Google Scholar,String A,10.1145/3663529.3663839,https://dl.acm.org/doi/abs/10.1145/3663529.3663839,"This paper describes Meta's TestGen-LLM tool, which uses LLMs to automatically improve existing human-written tests. TestGen-LLM verifies that its generated test classes successfully clear a set of filters that assure measurable improvement over the original test suite, thereby eliminating problems due to LLM hallucination. We describe the deployment of TestGen-LLM at Meta test-a-thons for the Instagram and Facebook platforms. In an evaluation on Reels and Stories products for Instagram, 75% of TestGen-LLM's test cases built correctly, 57% passed reliably, and 25% increased coverage. During Meta's Instagram and Facebook test-a-thons, it improved 11.5% of all classes to which it was applied, with 73% of its recommendations being accepted for production deployment by Meta software engineers. We believe this is the first report on industrial scale deployment of LLM-generated code backed by such assurances of code improvement.",Selected from String A; resultIndex=11; source=dl.acm.org; type=ARTICLE; cid=Rzla586OHssJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Automated Unit Test Improvement using Large Language Models at Meta
GS013,Evaluating and improving chatgpt for unit test generation,"Z Yuan, M Liu, S Ding, K Wang, Y Chen...",2024,Proceedings of the ...,Google Scholar,String A,10.1145/3660783,https://dl.acm.org/doi/abs/10.1145/3660783,"Unit testing plays an essential role in detecting bugs in functionally-discrete program units ( e.g. , methods). Manually writing high-quality unit tests is time-consuming and laborious. Although the traditional techniques are able to generate tests with reasonable coverage, they are shown to exhibit low readability and still cannot be directly adopted by developers in practice. Recent work has shown the large potential of large language models (LLMs) in unit test generation. By being pre-trained on a massive developer-written code corpus, the models are capable of generating more human-like and meaningful test code. In this work, we perform the first empirical study to evaluate the capability of ChatGPT ( i.e ., one of the most representative LLMs with outstanding performance in code generation and comprehension) in unit test generation. In particular, we conduct both a quantitative analysis and a user study to systematically investigate the quality of its generated tests in terms of correctness, sufficiency, readability, and usability. We find that the tests generated by ChatGPT still suffer from correctness issues, including diverse compilation errors and execution failures (mostly caused by incorrect assertions); but the passing tests generated by ChatGPT almost resemble manually-written tests by achieving comparable coverage, readability, and even sometimes developers' preference. Our findings indicate that generating unit tests with ChatGPT could be very promising if the correctness of its generated tests could be further improved. Inspired by our findings above, we further propose ChatTester , a novel ChatGPT-based unit test generation approach, which leverages ChatGPT itself to improve the quality of its generated tests. Chat Tester incorporates an initial test generator and an iterative test refiner. Our evaluation demonstrates the effectiveness of ChatTester by generating 34.3 % more compilable tests and 18.7 % more tests with correct assertions than the default ChatGPT. In addition to ChatGPT, we further investigate the generalization capabilities of ChatTester by applying it to two recent open-source LLMs ( i.e. , CodeLlama-Instruct and CodeFuse) and our results show that ChatTester can also improve the quality of tests generated by these LLMs.",Selected from String A; resultIndex=12; source=dl.acm.org; type=ARTICLE; cid=wq9weuHjlRYJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Evaluating and Improving ChatGPT for Unit Test Generation
GS014,No more manual tests? evaluating and improving chatgpt for unit test generation,"Z Yuan, Y Lou, M Liu, S Ding, K Wang, Y Chen...",2023,arXiv preprint arXiv ...,Google Scholar,String A,10.48550/arXiv.2305.04207,https://arxiv.org/abs/2305.04207,"Unit testing is essential in detecting bugs in functionally-discrete program units. Manually writing high-quality unit tests is time-consuming and laborious. Although traditional techniques can generate tests with reasonable coverage, they exhibit low readability and cannot be directly adopted by developers. Recent work has shown the large potential of large language models (LLMs) in unit test generation, which can generate more human-like and meaningful test code. ChatGPT, the latest LLM incorporating instruction tuning and reinforcement learning, has performed well in various domains. However, It remains unclear how effective ChatGPT is in unit test generation. In this work, we perform the first empirical study to evaluate ChatGPT's capability of unit test generation. Specifically, we conduct a quantitative analysis and a user study to systematically investigate the quality of its generated tests regarding the correctness, sufficiency, readability, and usability. The tests generated by ChatGPT still suffer from correctness issues, including diverse compilation errors and execution failures. Still, the passing tests generated by ChatGPT resemble manually-written tests by achieving comparable coverage, readability, and even sometimes developers' preference. Our findings indicate that generating unit tests with ChatGPT could be very promising if the correctness of its generated tests could be further improved. Inspired by our findings above, we propose ChatTESTER, a novel ChatGPT-based unit test generation approach, which leverages ChatGPT itself to improve the quality of its generated tests. ChatTESTER incorporates an initial test generator and an iterative test refiner. Our evaluation demonstrates the effectiveness of ChatTESTER by generating 34.3% more compilable tests and 18.7% more tests with correct assertions than the default ChatGPT.",Selected from String A; resultIndex=13; source=arxiv.org; type=ARTICLE; cid=HdIt0hC_104J; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=No More Manual Tests? Evaluating and Improving ChatGPT for Unit Test Generation
GS015,Enhancing Automated Unit Test Generation with Large Language Models: A Systematic Literature Review,"J Zhang, X Hu, C Gao, X Xia, S Li",2026,ACM Transactions on Software ...,Google Scholar,String A,10.1145/3802827,https://dl.acm.org/doi/abs/10.1145/3802827,"Automated unit test generation is a fundamental yet challenging task in software engineering, playing a critical role in ensuring software correctness, reliability, and maintainability. While traditional approaches such as search-based software testing and symbolic execution have achieved notable success, they often suffer from limited semantic understanding, high configuration costs, and scalability constraints. Recent advances in Large Language Models (LLMs) have fundamentally reshaped the landscape of automated unit testing by enabling models to reason over source code semantics and generate executable, context-aware test cases. Despite the rapid growth of this research area, a comprehensive and task-oriented synthesis of existing work remains lacking. This paper presents a systematic literature review of LLM-based unit test generation. This review draws on research from leading SE and AI conferences and journals, including 69 papers published across 25 distinct venues, along with 47 high-quality preprint papers, bringing the total to 116. Our review aims to answer three key research questions: (1) which unit testing tasks have been addressed using LLMs, (2) how LLMs are adapted and integrated into the unit test generation pipeline, and (3) what datasets, benchmarks, and evaluation practices are employed in existing studies. To this end, we organize the literature from a task-centric perspective, covering test generation, test input generation, test oracle generation, and test evolution, and from a methodological perspective, categorizing LLM adaptation strategies into fine-tuning, prompt engineering, and agent-based approaches. Our analysis reveals that current research predominantly focuses on function- and class-level test generation, with comparatively limited attention given to test input generation, oracle construction, and long-term test evolution. Decoder-only LLMs, particularly GPT-family and LLaMA-based models, dominate the field, while encoder-only and encoder-decoder models remain underexplored. We further observe substantial disparities in dataset characteristics, programming language coverage, and evaluation metrics, which hinder fair comparison and reproducibility across studies. Based on empirical evidence extracted from the surveyed literature, we identify key challenges facing LLM-based unit test generation. Building on these findings, we outline several promising research directions, such as dataset optimization, structure-aware context modeling, agent coordination mechanisms, and benchmark enhancement. This review provides a consolidated and evidence-driven foundation for future research, aiming to advance the development of scalable, reliable, and practically applicable LLM-driven unit testing techniques.",Selected from String A; resultIndex=14; source=dl.acm.org; type=ARTICLE; cid=plJ2COeR0UgJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Enhancing Automated Unit Test Generation with Large Language Models: A Systematic Literature Review
GS016,Large language models for unit testing: A systematic literature review,"Q Zhang, C Fang, S Gu, Y Shang, Z Chen...",2025,arXiv preprint arXiv ...,Google Scholar,String A,10.48550/arXiv.2506.15227,https://arxiv.org/abs/2506.15227,"Unit testing is a fundamental practice in modern software engineering, with the aim of ensuring the correctness, maintainability, and reliability of individual software components. Very recently, with the advances in Large Language Models (LLMs), a rapidly growing body of research has leveraged LLMs to automate various unit testing tasks, demonstrating remarkable performance and significantly reducing manual effort. However, due to ongoing explorations in the LLM-based unit testing field, it is challenging for researchers to understand existing achievements, open challenges, and future opportunities. This paper presents the first systematic literature review on the application of LLMs in unit testing until March 2025. We analyze \numpaper{} relevant papers from the perspectives of both unit testing and LLMs. We first categorize existing unit testing tasks that benefit from LLMs, e.g., test generation and oracle generation. We then discuss several critical aspects of integrating LLMs into unit testing research, including model usage, adaptation strategies, and hybrid approaches. We further summarize key challenges that remain unresolved and outline promising directions to guide future research in this area. Overall, our paper provides a systematic overview of the research landscape to the unit testing community, helping researchers gain a comprehensive understanding of achievements and promote future research. Our artifacts are publicly available at the GitHub repository: https://github.com/iSEngLab/AwesomeLLM4UT.",Selected from String A; resultIndex=15; source=arxiv.org; type=ARTICLE; cid=hv1ypEaRrZIJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Large Language Models for Unit Testing: A Systematic Literature Review
GS017,Chatgpt vs sbst: A comparative assessment of unit test suite generation,"Y Tang, Z Liu, Z Zhou, X Luo",2024,IEEE Transactions on Software ...,Google Scholar,String A,10.1109/tse.2024.3382365,https://ieeexplore.ieee.org/abstract/document/10485640/,"Recent advancements in large language models (LLMs) have demonstrated exceptional success in a wide range of general domain tasks, such as question answering and following instructions. Moreover, LLMs have shown potential in various software engineering applications. In this study, we present a systematic comparison of test suites generated by the ChatGPT LLM and the state-of-the-art SBST tool EvoSuite. Our comparison is based on several critical factors, including correctness, readability, code coverage, and bug detection capability. By highlighting the strengths and weaknesses of LLMs (specifically ChatGPT) in generating unit test cases compared to EvoSuite, this work provides valuable insights into the performance of LLMs in solving software engineering problems. Overall, our findings underscore the potential of LLMs in software engineering and pave the way for further research in this area.",Selected from String A; resultIndex=16; source=ieeexplore.ieee.org; type=ARTICLE; cid=eeKojP0xVpEJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation
GS018,A Review of Large Language Models for Automated Test Case Generation,"A Celik, QH Mahmoud",2025,Machine Learning and Knowledge Extraction,Google Scholar,String A,10.3390/make7030097,https://www.mdpi.com/2504-4990/7/3/97,"Automated test case generation aims to improve software testing by reducing the manual effort required to create test cases. Recent advancements in large language models (LLMs), with their ability to understand natural language and generate code, have identified new opportunities to enhance this process. In this review, the focus is on the use of LLMs in test case generation to identify the effectiveness of the proposed methods compared with existing tools and potential directions for future research. A literature search was conducted using online resources, filtering the studies based on the defined inclusion and exclusion criteria. This paper presents the findings from the selected studies according to the three research questions and further categorizes the findings based on the common themes. These findings highlight the opportunities and challenges associated with the use of LLMs in this domain. Although improvements were observed in metrics such as test coverage, usability, and correctness, limitations such as inconsistent performance and compilation errors were highlighted. This provides a state-of-the-art review of LLM-based test case generation, emphasizing the potential of LLMs to improve automated testing while identifying areas for further advancements.",Selected from String A; resultIndex=17; source=mdpi.com; type=HTML; cid=mq8irf0MYSAJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=A Review of Large Language Models for Automated Test Case Generation
GS019,Generate High-Coverage Unit Test Data Using the LLM Tool,"QC Nguyen, TBN Do",2024,N/A,Google Scholar,String A,10.35940/ijitee.l9996.13121124,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5024683,"Unit testing is a critical phase in the software development lifecycle, essential for ensuring the quality and reliability of code. However, the manual creation of unit test scripts and the preparation of corresponding test data can be a time consuming and labor intensive process. To address these challenges, several automated approaches have been explored, including search based, constraint based, random-based, and symbolic execution based techniques for generating unit tests. In recent years, the rapid advancement of large language models (LLMs) has opened new avenues for automating various tasks, including the automatic generation of unit test scripts and test data. Despite their potential, using LLMs in a straightforward manner to generate unit tests may lead to low test coverage. This means that a significant portion of the source code, including specific statements or branches, may remain untested, which can reduce the effectiveness of the tests. To overcome this limitation, the paper presents a novel approach that not only automates the generation of unit test scripts and test data but also improves test coverage. The proposed solution begins by using an LLM tool (such as ChatGPT) to generate initial unit test scripts and data from the source code. To enhance test coverage, the specification document of the source code is also input into the LLM to generate additional test data. Following this, a coverage checking tool is used to evaluate the test coverage and identify untested statements or branches. The LLM is then applied again to generate new test data aimed specifically at addressing these gaps. The initial experimental results indicate that this method significantly improves test coverage, demonstrating its potential to enhance automated unit testing processes.",Selected from String A; resultIndex=18; source=papers.ssrn.com; type=ARTICLE; cid=jeHytQJeO8AJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Generate High-Coverage Unit Test Data Using the LLM Tool
GS020,Testeval: Benchmarking large language models for test case generation,"W Wang, C Yang, Z Wang, Y Huang...",2025,Findings of the ...,Google Scholar,String A,10.18653/v1/2025.findings-naacl.197,https://aclanthology.org/2025.findings-naacl.197/,"For program languages, testing plays a crucial role in the software development cycle, enabling the detection of bugs, vulnerabilities, and other undesirable behaviors.To perform software testing, testers need to write code snippets that execute the program under test.Recently, researchers have recognized the potential of large language models (LLMs) in software testing.However, there remains a lack of fair comparisons between different LLMs in terms of test case generation capabilities.In this paper, we propose TESTEVAL, a novel benchmark for test case generation with LLMs.We collect 210 Python programs from an online programming platform, LeetCode, and design three different tasks: overall coverage, targeted line/branch coverage, and targeted path coverage.We further evaluate 17 popular LLMs, including both commercial and open-source ones, on TESTEVAL.We find that generating test cases to cover specific program lines/branches/paths is still challenging for current LLMs, indicating a lack of ability to comprehend program logic and execution paths.We have open-sourced our dataset and benchmark pipelines at https://github. com/LLM4SoftwareTesting/TestEval.",Selected from String A; resultIndex=19; source=aclanthology.org; type=ARTICLE; cid=u1ICkd7wXyAJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=TESTEVAL: Benchmarking Large Language Models for Test Case Generation
GS021,A system for automated unit test generation using large language models and assessment of generated test suites,"A Lops, F Narducci, A Ragone, M Trizio...",2025,... on Software Testing ...,Google Scholar,String B,10.1109/icstw64639.2025.10962454,https://ieeexplore.ieee.org/abstract/document/10962454/,,Selected from String B; resultIndex=3; source=ieeexplore.ieee.org; type=ARTICLE; cid=EW5Y8cu4wiYJ; abstract_source=not_found_or_uncertain; openalex_match_score=1.00
GS022,Using large language models to generate junit tests: An empirical study,"ML Siddiq, JC Da Silva Santos, RH Tanvir...",2024,Proceedings of the 28th ...,Google Scholar,String B,10.1145/3661167.3661216,https://dl.acm.org/doi/abs/10.1145/3661167.3661216,"A code generation model generates code by taking a prompt from a code comment, existing code, or a combination of both. Although code generation models (e.g., GitHub Copilot) are increasingly being adopted in practice, it is unclear whether they can successfully be used for unit test generation without fine-tuning for a strongly typed language like Java. To fill this gap, we investigated how well three models (Codex, GPT-3.5-Turbo, and StarCoder) can generate unit tests. We used two benchmarks (HumanEval and Evosuite SF110) to investigate the effect of context generation on the unit test generation process. We evaluated the models based on compilation rates, test correctness, test coverage, and test smells. We found that the Codex model achieved above 80% coverage for the HumanEval dataset, but no model had more than 2% coverage for the EvoSuite SF110 benchmark. The generated tests also suffered from test smells, such as Duplicated Asserts and Empty Tests.",Selected from String B; resultIndex=10; source=dl.acm.org; type=ARTICLE; cid=wVOTix9AZggJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Using Large Language Models to Generate JUnit Tests: An Empirical Study
GS023,Evaluation of Large Language Models for Unit Test Generation,"M Konuk, C Baglum, U Yayan",2024,2024 Innovations in Intelligent ...,Google Scholar,String B,10.1145/3691620.3695529,https://ieeexplore.ieee.org/abstract/document/10756954/,"Unit testing is an essential activity in software development for verifying the correctness of software components. However, manually writing unit tests is challenging and time-consuming. The emergence of Large Language Models (LLMs) offers a new direction for automating unit test generation. Existing research primarily focuses on closed-source LLMs (e.g., ChatGPT and CodeX) with fixed prompting strategies, leaving the capabilities of advanced open-source LLMs with various prompting settings unexplored. Particularly, open-source LLMs offer advantages in data privacy protection and have demonstrated superior performance in some tasks. Moreover, effective prompting is crucial for maximizing LLMs' capabilities. In this paper, we conduct the first empirical study to fill this gap, based on 17 Java projects, five widely-used open-source LLMs with different structures and parameter sizes, and comprehensive evaluation metrics. Our findings highlight the significant influence of various prompt factors, show the performance of open-source LLMs compared to the commercial GPT-4 and the traditional Evosuite, and identify limitations in LLM-based unit test generation. We then derive a series of implications from our study to guide future research and practical use of LLM-based unit test generation.",Selected from String B; resultIndex=11; source=ieeexplore.ieee.org; type=ARTICLE; cid=4Hi5txJtHjIJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=On the Evaluation of Large Language Models in Unit Test Generation
GS024,Unit test generation using large language models: A systematic literature review,"DM Zapkus, A Slotkienė",2024,"... ir IT tyrimai: konferencijos darbai, 2024 ...",Google Scholar,String B,10.15388/lmitt.2024.20,https://epublications.vu.lt/object/elaba:198450771/,"Unit testing is a fundamental aspect of software development, ensuring the correctness and robustness of code implementations. Traditionally, unit tests are manually crafted by developers based on their understanding of the code and its requirements. However, this process can be time-consuming, errorprone, and may overlook certain edge cases. In recent years, there has been growing interest in leveraging large language models (LLMs) for automating the generation of unit tests. LLMs, such as GPT (Generative Pre-trained Transformer), CodeT5, StarCoder, LLaMA, have demonstrated remarkable capabilities in natural language understanding and code generation tasks. By using LLMs, researchers aim to develop techniques that automatically generate unit tests from code snippets or specifications, thus optimizing the software testing process. This paper presents a literature review of articles that use LLMs for unit test generation tasks. It also discusses the history of the most commonly used large language models and their parameters, including the first time they have been used for code generation tasks. The result of this study presents the large language models for code and unit test generation tasks and their increasing popularity in code generation domain, indicating a great promise for the future of unit test generation using LLMs.",Selected from String B; resultIndex=12; source=epublications.vu.lt; type=ARTICLE; cid=7zclbF8gJjkJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Unit Test Generation Using Large Language Models: A Systematic Literature Review
GS025,Unit test generation using large language models for unity game development,"C Paduraru, A Stefanescu, A Jianu",2024,Proceedings of the 1st ACM ...,Google Scholar,String B,10.1145/3663532.3664466,https://dl.acm.org/doi/abs/10.1145/3663532.3664466,"Challenges related to game quality, whether occurring during initial release or after updates, can result in player dissatisfaction, media scrutiny, and potential financial setbacks. These issues may stem from factors like software bugs, performance bottlenecks, or security vulnerabilities. Despite these challenges, game developers often rely on manual playtesting, highlighting the need for more robust and automated processes in game development. This research explores the application of Large Language Models (LLMs) for automating unit test creation in game development, with a specific focus on strongly typed programming languages like C++ and C#, widely used in the industry. The study centers around fine-tuning Code Llama, an advanced code generation model, to address common scenarios encountered in game development, including game engines and specific APIs or backends. Although the prototyping and evaluations primarily occurred within the Unity game engine, the proposed methods can be adapted to other internal or publicly available solutions. The evaluation outcomes demonstrate the effectiveness of these methods in enhancing existing unit test suites or automatically generating new tests based on natural language descriptions of class contexts and targeted methods.",Selected from String B; resultIndex=14; source=dl.acm.org; type=ARTICLE; cid=ljXWWaXCrIwJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Unit Test Generation using Large Language Models for Unity Game Development
GS026,AgoneTest: Automated creation and assessment of Unit tests leveraging Large Language Models,"A Lops, F Narducci, A Ragone, M Trizio",2024,... Conference on Automated ...,Google Scholar,String B,10.1145/3691620.3695318,https://dl.acm.org/doi/abs/10.1145/3691620.3695318,"Software correctness is crucial, with unit testing playing an indispensable role in the software development lifecycle. However, creating unit tests is time-consuming and costly, underlining the need for automation. Leveraging Large Language Models (LLMs) for unit test generation is a promising solution, but existing studies focus on simple, small-scale scenarios, leaving a gap in understanding LLMs' performance in real-world applications, particularly regarding integration and assessment efficacy at scale. Here, we present AgoneTest, a system focused on automatically generating and evaluating complex class-level test suites. Our contributions include a scalable automated system, a newly developed dataset for rigorous evaluation, and a detailed methodology for test quality assessment.",Selected from String B; resultIndex=15; source=dl.acm.org; type=ARTICLE; cid=Te1kVRkmpbsJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=AgoneTest: Automated creation and assessment of Unit tests leveraging Large Language Models
GS027,Automatic Unit Test Generation for Programming Assignments Using Large Language Models,"K Zheng, Y Shen, Y Tao",2025,2025 IEEE/ACM 37th International ...,Google Scholar,String B,10.1109/cseet66350.2025.00031,https://ieeexplore.ieee.org/abstract/document/11024401/,"Programming knowledge is a crucial aspect of computer science education, and unit testing is commonly employed to automatically assess programming assignments. Instructors and teaching assistants typically invest considerable efforts in writing unit tests, which may still be vulnerable to human oversight and mistakes. In this work, we explored the feasibility of using Large Language Models (LLMs) to automate the assessment of programming assignments. In particular, we proposed two approaches: the plain approach that uses GPT-4o-mini in a vanilla setting, and the augmented approach that integrates additional strategies such as tailored prompts with syntax and semantic constraints, and a feedback mechanism with information on test-effectiveness metrics. We evaluate the two approaches on six real-world programming assignments from an introductory-level programming course at our university. Compared to the plain approach, the augmented approach improves the usability and effectiveness of the generated unit tests, reducing 85 % compilation errors while enhancing the statement coverage and mutation scores by 1.7 x and 2.1 x, respectively. In addition, the augmented approach also complements human-written tests by covering additional program behaviors. In a case study of 1296 students' submissions that pass human-written tests, the augmented approach successfully detected new bugs in 13 % submissions, with an accuracy of 27 %. These results not only demonstrate the potentials of LLMs in generating useful unit tests for programming assignments, but also highlight the strategies that can effectively enhance LLMs' capabilities to augment human-written tests, offering practical benefits for both educators and students.",Selected from String B; resultIndex=16; source=ieeexplore.ieee.org; type=ARTICLE; cid=cRWZFcD_WOEJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Automatic Unit Test Generation for Programming Assignments Using Large Language Models
GS028,Harnessing large language models for automated software testing: A leap towards scalable test case generation,"S Rehan, B Al-Bander, A Al-Said Ahmad",2025,Electronics,Google Scholar,String B,10.3390/electronics14071463,https://www.mdpi.com/2079-9292/14/7/1463,"Software testing is critical for ensuring software reliability, with test case generation often being resource-intensive and time-consuming. This study leverages the Llama-2 large language model (LLM) to automate unit test generation for Java focal methods, demonstrating the potential of AI-driven approaches to optimize software testing workflows. Our work leverages focal methods to prioritize critical components of the code to produce more context-sensitive and scalable test cases. The dataset, comprising 25,000 curated records, underwent tokenization and QLoRA quantization to facilitate training. The model was fine-tuned, achieving a training loss of 0.046. These results show the promise of AI-driven test case generation and underscore the feasibility of using fine-tuned LLMs for test case generation, highlighting opportunities for improvement through larger datasets, advanced hyperparameter optimization, and enhanced computational resources. We conducted a human-in-the-loop validation on a subset of unit tests generated by our fined-tuned LLM. This confirms that these tests effectively leverage focal methods, demonstrating the model's capability to generate more contextually accurate unit tests. The work suggests the need to develop novel validation objective metrics specifically tailored for the automation of test cases generated by utilizing large language models. This work establishes a foundation for scalable and efficient software testing solutions driven by artificial intelligence. The data and code are publicly available on GitHub.",Selected from String B; resultIndex=18; source=mdpi.com; type=HTML; cid=X2mIeT44cBgJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Harnessing Large Language Models for Automated Software Testing: A Leap Towards Scalable Test Case Generation
GS029,Llms and prompting for unit test generation: A large-scale evaluation,"WC Ouedraogo, K Kabore, H Tian, Y Song...",2024,... on Automated Software ...,Google Scholar,String B,10.1145/3691620.3695330,https://dl.acm.org/doi/abs/10.1145/3691620.3695330,"Unit testing, essential for identifying bugs, is often neglected due to time constraints. Automated test generation tools exist but typically lack readability and require developer intervention. Large Language Models (LLMs) like GPT and Mistral show potential in test generation, but their effectiveness remains unclear.",Selected from String B; resultIndex=19; source=dl.acm.org; type=ARTICLE; cid=w1TuZQk3PI4J; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=LLMs and Prompting for Unit Test Generation: A Large-Scale Evaluation
GS030,Harnessing the power of llms: Automating unit test generation for high-performance computing,"R Karanjai, A Hussain, MRI Rabin, L Xu, W Shi...",2024,arXiv preprint arXiv ...,Google Scholar,String B,10.48550/arXiv.2407.05202,https://arxiv.org/abs/2407.05202,"Unit testing is crucial in software engineering for ensuring quality. However, it's not widely used in parallel and high-performance computing software, particularly scientific applications, due to their smaller, diverse user base and complex logic. These factors make unit testing challenging and expensive, as it requires specialized knowledge and existing automated tools are often ineffective. To address this, we propose an automated method for generating unit tests for such software, considering their unique features like complex logic and parallel processing. Recently, large language models (LLMs) have shown promise in coding and testing. We explored the capabilities of Davinci (text-davinci-002) and ChatGPT (gpt-3.5-turbo) in creating unit tests for C++ parallel programs. Our results show that LLMs can generate mostly correct and comprehensive unit tests, although they have some limitations, such as repetitive assertions and blank test cases.",Selected from String B; resultIndex=20; source=arxiv.org; type=ARTICLE; cid=76RDSRrQ9QYJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Harnessing the Power of LLMs: Automating Unit Test Generation for High-Performance Computing
GS031,Parameter-efficient fine-tuning of large language models for unit test generation: An empirical study,"A Storhaug, J Li",2024,arXiv preprint arXiv:2411.02462,Google Scholar,String B,10.48550/arXiv.2411.02462,https://arxiv.org/abs/2411.02462,"Parameter-efficient fine-tuning (PEFT) methods, which fine-tune only a subset of model parameters, offer a promising solution by reducing the computational costs of tuning large language models (LLMs) while maintaining their performance. Existing studies have explored using PEFT and LLMs for various code-related tasks and found that the effectiveness of PEFT techniques is task-dependent. The state-of-the-art is limited to using LLMs with full fine-tuning to generate unit tests. The application of PEFT techniques in unit test generation remains underexplored. This paper investigates both full fine-tuning and various PEFT methods, including LoRA, (IA)^3, and prompt tuning, across thirteen models of different architectures and sizes. We use well-established benchmark datasets to evaluate their effectiveness in unit test generation and measure syntax correctness, CodeBLEU, pass@1, instruction coverage, branch coverage, and mutation score of the generated tests. Our findings show that LoRA can deliver performance comparable to full fine-tuning for unit test generation in several cases. If training costs are valued, prompt tuning is the most cost-effective approach, particularly for large models. However, the models tuned with full fine-tuning or PEFT may generate fewer executable test cases than the baseline model because they generate more tests calling nonexistent methods or having type mismatches. For the generated ones that are executable, the ones from the tuned models show better test coverage than those from the baseline model.",Selected from String B; resultIndex=21; source=arxiv.org; type=ARTICLE; cid=ekmdGUI9pToJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Parameter-Efficient Fine-Tuning of Large Language Models for Unit Test Generation: An Empirical Study
GS032,Exploring the capability of ChatGPT in test generation,"G Yi, Z Chen, Z Chen, WE Wong...",2023,2023 IEEE 23rd ...,Google Scholar,String B,10.1109/qrs-c60940.2023.00013,https://ieeexplore.ieee.org/abstract/document/10429996/,"The design of test is a crucial step in the field of software testing. The quality of test significantly impacts the effectiveness of software testing, with well-designed test cases improving the efficiency of bug detection. However, manual test case design and writing are often considered time-consuming and labor-intensive. With the emergence of large language models (LLMs), especially ChatGPT, the potential of LLMs in the field of test generation has become evident. Pretrained LLMs can learn and understand code in various programming languages and design test cases using multiple testing frameworks. In this paper, we used ChatGPT to generate tests for some tested projects. Through experiments, we found that ChatGPT has some gaps compared to traditional test generation tools, but its performance is closer to manual testing. However, the tests generated by ChatGPT exhibit higher readability. We believe that ChatGPT is better suited to serve as a manual testing assistant, helping understand the tested code and providing testing ideas.",Selected from String B; resultIndex=22; source=ieeexplore.ieee.org; type=ARTICLE; cid=VYH65hatDIMJ; abstract_source=OpenAlex; openalex_match_score=1.00; openalex_title=Exploring the Capability of ChatGPT in Test Generation
